Course Title	Rating	Level	Schedule	What you will learn	Skill gain	Modules	Instructor	Offered By	Keyword	Course Url	Duration to complete (Approx.)	Number of Review
The Engineering of Structures Around Us Specialization	4.9	Beginner level	Flexible schedule	How and why the world's structures (including structures in the natural and biological world) were designed and constructed the way they wereTo conceptually design and build prototypes of structuresTo describe the loads expected on a structure and the resulting flow of forces through the structureTo identify and compare structural elements, forms, and systems	Not specified	Engineering of Structures: Tension, Engineering of Structures: Compression, Engineering of Structures: Tension and Compression, Engineering of Structures: Shear and Bending, Engineering of Structures: Response of Structures	Vicki May	Dartmouth College	Physical Science and Engineering	https://www.coursera.org/specializations/engineering-of-structures-around-us	80.0	55
Designing Effective Science Communication	4.5	Beginner level	Flexible schedule	Describe principles of human learning that are important to consider when designing science outreach activities. Compare and contrast modalities for science communication/outreach.Identify common pitfalls in science communication/outreach.Design a science communication/outreach activity based on principles learned in this course. 	Learning Engineering, Science Education, Science Communication, Science Literacy, Science Writing	Connecting the Science of Learning to Science Communication, Speaking of Science: Oral Presentation , Writing Science: Written Communication, Decoding Science: Technology Based Communication, Creating Science: Artistic Forms of Communication	Melanie Peffer	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/designing-effective-science-communication	10.0	26
Sustainable Food Systems	0.0	Beginner level	Flexible schedule	Explore the pillars of sustainability in food production and examine grand challenges in food, nutrition, economics, environment, & energy systems.	Food Systems, Sustainability, Systems Thinking, Food Production Economics, Environmental Systems	MODULE 1 | Food System as a System, MODULE 2 | Sustainability in the Food System, MODULE 3 | Food Production Systems, MODULE 4 | Food and Nutrition, MODULE 5 | Food and the Environment, MODULE 6 | Economics of the Food System, MODULE 7 | Energy and Technology in the Food System, MODULE 8 | Examining Grand Challenges; Moving Toward Solutions	Anna Ball, Katie Duitsman	University of Illinois at Urbana-Champaign	Physical Science and Engineering	https://www.coursera.org/learn/sustainable-food-systems	14.0	0
From the Big Bang to Dark Energy	4.8	Beginner level	Flexible schedule	How the Universe began with daily life experience, and learn the techniques/findings in modern physics that provide us this understandingBirth of elements and Higgs BosonDark matter and anti-matter—some of the more mysterious sides of the UniverseDark energy, inflation, and the possible fates of our Universe	Not specified	From Daily Life to the Big Bang, Birth of Elements and Higgs Boson, Dark Matter and Anti-Matter, Inflation and Dark Energy	Hitoshi Murayama	The University of Tokyo	Physical Science and Engineering	https://www.coursera.org/learn/big-bang	31.0	3437
Electric Vehicle Sensors	4.2	Intermediate level	Flexible schedule	Examine traction motor, inverter, transmission and battery charging hardwareSpecify the correct sensor for an electric vehicle application	Torque and speed sensors, battery charging, Voltage and current sensors, Electric Vehicles, Motors	How Electric Vehicles Work , Major Electrical Components , Battery Charging and Measurement , Sensors Critical to EV Performance 	Jay Mendelson	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/electric-vehicle-sensors	40.0	18
Physics of Waves and Optics Specialization	0.0	Intermediate level	Flexible schedule	How to mathematically describe wave motion through a continuum.How to describe lenses and image formation with geometrical optics.How to understand the fundamental properties of light with physical optics.	Image Formation, Calculus, Physics, diffraction, waves, interference, Geometrical Optics, Optics Algorithm, Light	Physics of Oscillators and Waves, Physics of Light and Materials, Physics of Geometrical and Physical Optics	Jason Hafner	Rice University	Physical Science and Engineering	https://www.coursera.org/specializations/waves-optics	72.0	0
Rapid Prototyping and Tooling Specialization	5.0	Beginner level	Flexible schedule	You will understand the basics of rapid prototyping and its relationship to the engineering design process.You will learn how to incorporate electronic components in your rapid prototypes.You will understand the strengths and weaknesses of common materials and tooling used for rapid prototyping and situations for when to use each one.	Material selection for Rapid Prototyping, Tool selection for Rapid Prototyping, Incorporating electronic components, Basics of rapid prototyping	Using Rapid Prototyping in the Engineering Design Process, Adding Electronics to Rapid Prototypes, Rapid Prototyping Materials and Tooling	Daniel Frank	Arizona State University	Physical Science and Engineering	https://www.coursera.org/specializations/rapid-prototyping-and-tooling	40.0	13
Introduction to Semiconductor Process 1	0.0	Intermediate level	Flexible schedule	Learn about modern semiconductor process  	Ion Implantation, CMOS Process, MOSFET, semiconductior, Diffusion & Doping, Oxidation	Week 1 Overview of MOSFET theory, Week 2 CMOS Process Integration, Week 3 Cleanroom, RCA Cleaning Crystal Growth, Week 4 Diffusion & Doping, Week 5 Oxidation, Week 6 Ion Implantation, Week 7 Lithography, Week 8 EUV Lithography	Keon Jae Lee	Korea Advanced Institute of Science and Technology(KAIST)	Physical Science and Engineering	https://www.coursera.org/learn/semiconductor-process-1	4.0	0
Kinematics: Describing the Motions of Spacecraft	4.9	Advanced level	Flexible schedule	Differentiate a vector as seen by another rotating frame and derive frame dependent velocity and acceleration vectorsApply the Transport Theorem to solve kinematic particle problems and translate between various sets of attitude descriptionsAdd and subtract relative attitude descriptions and integrate those descriptions numerically to predict orientations over timeDerive the fundamental attitude coordinate properties of rigid bodies and determine attitude from a series of heading measurements	Not specified	Introduction to Kinematics, Rigid Body Kinematics I, Rigid Body Kinematics II, Static Attitude Determination	Hanspeter Schaub	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/spacecraft-dynamics-kinematics	28.0	314
Quantum Mechanics for Engineers Specialization	4.3	Intermediate level	Flexible schedule	Understand fundamental concepts of quantum mechanics Achieve mastery of required mathematical apparatus Mathematically describe behaviors of quantum systems and compute important quantities	Differential Equations, Calculus, Linear Algebra	Foundations of Quantum Mechanics, Theory of Angular Momentum, Approximation Methods	Wounjhang Park	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/specializations/quantum-mechanics-for-engineers	40.0	30
Sensors and Sensor Circuit Design	4.6	Advanced level	Flexible schedule	Use the core features of the Cypress PSOC development kit.    Choose the right temperature sensor, rotary sensor and amplifier for an application.    Interface sensors, LCD, and ADC to the PSOC development kit.    	Not specified	Thermal Sensors, Sensor Development Kit and Prototyping, Rotary and Flow Sensors, Amplifiers and Sensor Noise, Course Project	James Zweighaft, Jay Mendelson	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/sensors-circuit-interface	31.0	1098
Statistical Thermodynamics Specialization	4.4	Advanced level	Flexible schedule	Understand how the microscopic properties of atoms and molecules relate to classical thermodynamic properties and to some non-equilibrium phenomena.Analyze and estimate how thermodynamic materials behave and obtain appropriate equilibrium and non-equilibrium properties.Apply some computational skills to statistical thermodynamics.	Mechanical Engineering, Chemistry, Quantum Mechanics, Fluid Mechanics	Fundamentals of Macroscopic and Microscopic Thermodynamics, Quantum Mechanics, Ideal Gases, Dense Gases, Liquids and Solids, Non-Equilibrium Applications of Statistical Thermodynamics	John W. Daily	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/specializations/statistical-thermodynamics-engineering	40.0	437
Introduction to Semiconductor Packaging	4.5	Not specified	Flexible schedule	Introduction to essential concepts such as length scales, transistor actions and feature sizes of integrated circuits. Historical observations and trends using Moores LawExplore the anatomy and function of semiconductor packaging. Recognize various types of packages and how they differ in materials, design and reliability. 	Materials-device characterization and analysis, thermal management, Semiconductor packaging design, Materials-device length scales	Welcome, Nanoelectronics, What is Packaging? Part 1, What is Packaging? Part 2, Anatomy of a Package Part 1, Anatomy of a Package Part 2, Anatomy of a Package Part 3, Anatomy of a Package Part 4, Introduction to Semiconductor Packaging Course Summary 	Terry Alford	Arizona State University	Physical Science and Engineering	https://www.coursera.org/learn/introduction-to-semiconductor-packaging	10.0	20
Drones for Environmental Science	4.9	Beginner level	Flexible schedule	Describe how a variety of drones can accomplish important missions for environmental science.Explain the importance of key best practices in drone research, including legal and ethical concerns.Discover relevant career paths in drones for environmental science.	Environmental Monitoring, Critical Thinking, Research Methods, drone applications	Introduction to Drones , Why Drones Are Good for Environmental Research, How to Approach Research with Drones, Career Paths	Dr.  David W. Johnston	Duke University	Physical Science and Engineering	https://www.coursera.org/learn/drones-for-environmental-science	12.0	20
Modeling and Control of Power Electronics Specialization	4.8	Intermediate level	Flexible schedule	Master techniques of design-oriented analysis for switched-mode power converters. Verify the design of closed-loop regulated power converters using switching and averaged circuit simulations.Design high-performance peak current-mode control and average current-mode control loops.Design input filters for switched-mode power converters.Design power-factor correction rectifiers Design dc-ac inverters for solar photovoltaic power systems	Modeling And Simulation, Power Supplies, Photovoltaic (PV) Systems, Power Electronics, Circuit Design	Averaged-Switch Modeling and Simulation, Techniques of Design-Oriented Analysis, Input Filter Design, Current-Mode Control, Modeling and Control of Single-Phase Rectifiers and Inverters	Dr. Dragan Maksimovic	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/specializations/modeling-and-control-of-power-electronics	80.0	79
Deep Time: Discovering an Ancient Earth	4.8	Beginner level	Flexible schedule	Communicate and teach the underpinnings of geology and deep time.Evaluate the evidence supporting the age of the earth, and review the geologic story of the Rocky Mountains.Apply geological data, models, and investigations.	Critical Assessment of Science, History of Science, Geologic History of the Rocky Mountains, Geological Methods, Evidence for Ancient Earth	Science and Geology in Search of Deep Time, Origins: Stars to Planets, Continents, Oceans, and Atmospheres, Seas and Ancient Mountains of North America, The Rise of the Modern Rocky Mountains	Alan Lester	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/deep-time-discovering-an-ancient-earth	10.0	14
Signaling actions of small molecules	0.0	Beginner level	Flexible schedule	Learn about fundamental principles underlying various cellular signaling events controlled by endogenous small molecules	Cell Biology, Biochemistry	Week 1, Week 2, Week 3, Week 4, Week 5, Week 6, Final exam	Seyun Kim	Korea Advanced Institute of Science and Technology(KAIST)	Physical Science and Engineering	https://www.coursera.org/learn/signaling-actions-of-small-molecules	10.0	0
Renewable Energy Projects	4.8	Beginner level	Flexible schedule	How to quickly assess the feasibility of a proposed renewable energy project.How to plan and finance a renewable energy project.How to execute the construction and ongoing operations of a renewable energy project.	Project Management, Renewable Energy, Project Execution, Project Operations, Project Feasibility	Project Planning, Renewable Energy Project Assessments, Project Financing, Project Execution, Final Assessment	Stephen R. Lawrence	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/renewable-energy-projects	14.0	95
Science and Engineering of Climate Change	4.8	Beginner level	Flexible schedule	Understanding the evidence for climate change, and of its anthropogenic originUnderstanding the basics of the carbon cycle, climate modelling, and the role of CO2 concentrationsCritical appreciation of advantages and limitations of renewables, sequestration and negative emission technologies	Not specified	Current Climate Change in Context, Modelling Climate Change, Technologies to Control CO2 Concentration, Non-Fossil Energy Sources	RICCARDO REBONATO - EDHEC BUSINESS SCHOOL	EDHEC Business School	Physical Science and Engineering	https://www.coursera.org/learn/science-and-engineering-of-climate-change	9.0	182
Sustainable Urban Water Systems	4.9	Beginner level	Flexible schedule	Solutions for Sustainable Water Management in Resilient Smart Cities	Not specified	Introduction to the course, The Water Cycle in Urban Areas: Natural Processes and Human Activities, Water Sensitive Cities: Increasing Resilience to Evolutionary Risks, Sustainable Water Supply Strategies	Anita Raimondi	Politecnico di Milano	Physical Science and Engineering	https://www.coursera.org/learn/sustainable-urban-water-systems	2.0	18
Renewable Power and Electricity Systems	4.7	Beginner level	Flexible schedule	How electricity systems work, from both technical and institutional perspectives-The challenges and opportunities arising from renewables in electricity systems	Electricity systems, Wind Power, Sustainable Energy, Renewable Energy, Solar Energy	Introduction and Renewable Power Basics, Grid Operations and Grid Integration, Storage and Demand Flexibility, Power Structure Industry and ISOs, Course Summary and Review	Paul Komor	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/renewable-power-electricity-systems	12.0	175
Extinctions: Past, Present, & Future	4.8	Beginner level	Flexible schedule	Summarize extinctions as an important part of the history of life.Identify the probable causes of mass extinctions in the geologic past (before humans).Compare and contrast the Big Five mass extinctions with human-influenced extinctions.Evaluate historical lessons and current trends to predict and prevent extinctions of the future.	Not specified	Introduction to Extinctions: Getting Started with the End, Human Awareness of Extinctions: A History, Mass Extinctions of the Pre-Human Past, Extinctions of Pre-History & Near-Present (Pleistocene Epoch & Late Holocene Epoch), Extinctions Since European Colonization & Going into the Future	Anthony J. Martin	Emory University	Physical Science and Engineering	https://www.coursera.org/learn/extinctions-past-present-and-future	16.0	123
Introduction to Power Semiconductor Switches	0.0	Intermediate level	Flexible schedule	Basic understanding of  semiconductor power switchesModeling and simulation of  semiconductor power switches	device analysis, Device modeling, Electronic Circuit Simulation, Device simulation	Power Semiconductor Device Basics, Key Power Semiconductor Devices, Power Device Data Sheets, Power Device Losses in Switching Circuits	Bart Van Zeghbroeck	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/introduction-to-power-semiconductor-switches	9.0	0
Introduction to Biology: Evolution	4.9	Beginner level	Flexible schedule	How biologists advanced the science of evolution since Charles Darwin;  the many applications of evolutionary biology to our everyday lives.	Recording observations, Examining ideas, Interpreting phylogenetic trees, Identifying species, Interdisciplinary thinking	Welcome to Evolution, Module 1: On the Origins of Evolution, Module 2: How Evolution Works, Module 3: Macroevolution, Module 4: Evidence for Evolution, Course Final Assessment & Conclusion	Scott Solomon	Rice University	Physical Science and Engineering	https://www.coursera.org/learn/introduction-to-biology-evolution	11.0	31
Converter Circuits	4.8	Intermediate level	Flexible schedule	Understand how to implement the power semiconductor devices in a switching converterUnderstand the origins of the discontinuous conduction mode and be able to solve converters operating in DCMUnderstand the basic dc-dc converter and dc-ac inverter circuitsUnderstand how to implement transformer isolation in a dc-dc converter, including the popular forward and flyback converter topologies	Not specified	Ch 4.1: Switch Realization, Ch 4.2: Power Semiconductor Switches, Ch 5: Discontinuous Conduction Mode, Ch 6: Converter Circuits	Dr. Robert Erickson	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/converter-circuits	18.0	1332
Semiconductor Physics	4.4	Advanced level	Flexible schedule	Understand the energy band structures and their significance in electric properties of solidsAnalyze the carrier statistics in semiconductorsAnalyze the carrier dynamics and the resulting conduction properties of semiconductors	Not specified	Quantum Theory Of Semiconductors, Carrier Statistics, Currents in Semiconductor, Carrier Dynamics	Wounjhang Park	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/semiconductor-physics	14.0	254
Photovoltaic Systems	4.6	Intermediate level	Flexible schedule	Photovoltaic Energy ConversionModelling of the Solar ResourcePhotovoltaic System Design and Energy Yield SimulationsPhotovoltaic System Components	Renewable Energy, Photovoltaics, PV system design, The Solar Resource, Energy Yield Simulations	Introduction to Photovoltaics, The Solar Resource and Geometry, Physics of Solar Cells, Cell Interconnection and Module Design, PV Power Electronics	Rasmus Nielsen, Sune Thorsteinsson	Technical University of Denmark (DTU)	Physical Science and Engineering	https://www.coursera.org/learn/photovoltaic-systems	11.0	126
Materials Science for Technological Application Specialization	4.6	Beginner level	Flexible schedule	The role of materials engineers in contemporary engineering practice.Crystal Structures, Mechanical Properties of Metals, Tensile Testing, and Failures.Explore Shape and Property Control of Metals. 	Phase Diagram, Materials, mechanical properties, crystal structures, property control	Introduction to Materials Science , Crystal Structures and Properties of Metals, Shape and Property Control of Metals I & II, Phase Diagrams I & II	Terry Alford	Arizona State University	Physical Science and Engineering	https://www.coursera.org/specializations/materials-science-for-technological-application	80.0	34
Semiconductor Packaging Manufacturing 	4.8	Beginner level	Flexible schedule	Learn about the various stages of semiconductor package manufacturing. The role of Process Control Systems in semiconductor manufacturing. How Process control Systems can help identify and correct process problems. How to use control charts to monitor process performance. 	Process Improvement, Integrated Circuit Packaging Materials, Semiconductor Packaging Assembly Process, Quality and Reliability Assessment, Assembly Methods	Welcome , Introduction to Semiconductor Package Manufacturing 1 , Introduction to Semiconductor Package Manufacturing 2, Assembly Part 1, Assembly Part 2, Test and Finish, Process Control Systems (PCS), Semiconductor Packaging Manufacturing Course Summary	Terry Alford	Arizona State University	Physical Science and Engineering	https://www.coursera.org/learn/manufacturing	8.0	10
Natural Disaster and Climate Change Risk Assessment Specialization	5.0	Advanced level	Flexible schedule	Carry out qualitative disaster-risk assessments to guide decision making in infrastructure projects.Identify technical and economic feasibility of infrastructure projects through a qualitative or quantitative analysis. Make risk-informed recommendations for the design, construction, and operation of infrastructures and develop disaster-risk-governance strategies.	Decision-Making, Risk Management, Project, environment, Disaster risks, governance, Climate Change, Infrastructure, Resilience	Natural Disaster Risk in Infrastructure Projects, Qualitative and Quantitative Analysis of Disaster Risk, Decision Making and Governance of Natural Disaster Risk	Roberto Guerrero Compean, Melissa Barandiaran, Sergio Lacambra, Hori Tsuneki, Claudia Useche	Banco Interamericano de Desarrollo	Physical Science and Engineering	https://www.coursera.org/specializations/natural-disaster-and-climate-change-risk-assessment	40.0	7
Archaeoastronomy	4.5	Beginner level	Flexible schedule	The science of stars and stones.	Not specified	Week 1, Week 2, Week 3, Week 4, Week 5, Week 6, Astronomy insights	Giulio Magli	Politecnico di Milano	Physical Science and Engineering	https://www.coursera.org/learn/archaeoastronomy	7.0	1331
Modeling of Feedback Systems	0.0	Intermediate level	Flexible schedule	Derive differential equations and transfer functions for simple mechanical, electrical, and electromechanical systems.Analyze the dynamic response of 1st and 2nd order systems.Explain the relationship between pole locations of 2nd-order systems and common step response performance specifications.Characterize Bounded-Input Bounded-Output (BIBO) stability and determine the number of unstable roots using Routh’s stability criterion.	Data Applications, Transforms, Systems Thinking, Systems Modeling, Response Calculations	Introduction to Control Systems and Laplace Transforms, Modeling of Physical Systems, Block Diagram Analysis and Dynamic Response, Transient Step Response Specifications, Modeling From Transient Response Data and Stability	Dr. Lucy Pao	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/modeling-feedback-systems	14.0	0
Ash-Related Operational Challenges in Energy Utilization of Sustainable Fuels	4.8	Intermediate level	Flexible schedule	Explain basic physical and chemical differences between solid fuels like coal, biomass, waste etc., and interpret fuel analyses of them    Describe critical ash-forming element are release, mechanisms for formation of aerosols and fly ash particles, and ash transport Quantify the processes of deposit build-up, sintering and sheddingExplain the fundamentals of high-temperature corrosion in thermal fuel conversion systems	Not specified	Brief MOOC Introduction and Incitement for Following This, Fuel and Ash Chemistry and Characterization, Release of Critical Ash-Forming Elements, Formation of Fly Ash and Aerosols, Transport and Adhesion of Ash Particles, Deposit Build-Up, Consolidation and Shedding, High-Temperature Cl-Corrosion, Use of additives to Minimize Deposit Formation and High-Temperature Corrosion, Danish Case-Studies on Ash and Deposit Formation	Flemming Jappe Frandsen	Technical University of Denmark (DTU)	Physical Science and Engineering	https://www.coursera.org/learn/sustainability-fuels-ash-chemistry-deposits-corrosion-additives	68.0	26
PepsiCo: Water Stewardship Specialization	0.0	Beginner level	Flexible schedule	Explain the water cycle, sources of water and how water is accessed and used.Describe corporate water stewardship and the impact of water on the supply chain.Identify relevant governance, legal and ethical frameworks related to water regulation and use in the United States and globally.	Water Conservation, Sustainability	The Water Cycle, Water Security & Stewardship, Water Governance & Economics	Erin Wilson	PepsiCo	Physical Science and Engineering	https://www.coursera.org/specializations/water-stewardship-pepsico	40.0	0
Climate Solutions	4.7	Beginner level	Flexible schedule	What climate change is and what causes it.What governments and big business need to do to tackle the climate crisis.Why climate solutions are important for all life on our planet.	Not specified	Week 1: Introduction to Climate Solutions, Week 2: The Science of Climate Solutions, Week 3: The Levers of Climate Solutions, Week 4: Climate Solutions for Nations, Week 5: Climate Solutions for You	Galina Toteva, Dr Mike Robinson, Dave Reay	The University of Edinburgh	Physical Science and Engineering	https://www.coursera.org/learn/climate-solutions	7.0	10
Introduction to Biology: Biodiversity	4.9	Beginner level	Flexible schedule	Origins, characteristics, and functions of major groups of life; the roles they play in the natural world; and how they are related to people 	Recording observations, Examining ideas, Inspecting specimens, Identifying species, Interdisciplinary thinking	Welcome to Introduction of Biology -  Biodiversity, Module 1: What is life and how did it begin?, Module 2: Prokaryotic Life, Module 3: Eukaryotic Life, Module 4: Invertebrate Animals, Module 5: Vertebrate Animals, Module 6: Mammals and Humans, Final Assessment & Course Summary	Scott Solomon	Rice University	Physical Science and Engineering	https://www.coursera.org/learn/introduction-to-biology-biodiversity	22.0	23
Introduction to Agent-based Modeling with NetLogo	4.6	Beginner level	Hands-on learning	"Become familiar with ABM and the NetLogo environment, using its Command Center to create the first agents of a simulation.Give agents custom variables and specify the ""Go"" and ""Move"" procedures, with the help of the NetLogo's Dictionary. Create plots and monitors to observe the virus spread in the simulation."	Virus, Storytelling, Research, Complex Thinking, Agent-Based Model	Learn step-by-step	Danilo Oliveira Vaz	Coursera Project Network	Physical Science and Engineering	https://www.coursera.org/projects/abm-netlogo	2.0	94
SimScale for Engineering Simulations - FEA for Beginners	4.8	Beginner level	Hands-on learning	Understand cloud-simulation technology and why it is so powerfulHow to set up a simulation case in the field of structural mechanics & comparing the theoretical against the analytical results	Finite Element Analysis, Finite Element Method, Engineering Mechanics	Learn step-by-step	Jousef Murad	Coursera Project Network	Physical Science and Engineering	https://www.coursera.org/projects/simscale-for-engineering-simulations-fea-for-beginners	1.0	51
Active Optical Devices Specialization	4.1	Advanced level	Flexible schedule	Analyze and design light sources and surrounding optical systemsAnalyze and design detection systems for LIDAR, microscopy and camerasDesign optical device systems that can adapt to the environmentUse lasers and optical electronics through an understanding of the interaction of light and atoms, laser rate equations, and noise in photo-detection	design detectors, analyze lasers and detectors, design lasers, design displays	Light Emitting Diodes and Semiconductor Lasers, Nanophotonics and Detectors, Displays	Juliet Gopinath	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/specializations/active-optical-devices	40.0	68
Understanding Modern Physics I: Relativity and Cosmology	4.7	Beginner level	Flexible schedule	Introduction to special relativity, general relativity and cosmology.	Not specified	Special Relativity: Relativity of Space and Time, Special Relativity: Length, Simultaneity and Lorentz Transformation, Special Relativity: Geometry, Energy and Momentum, General Relativity, Cosmology	Yi Wang	The Hong Kong University of Science and Technology	Physical Science and Engineering	https://www.coursera.org/learn/understanding-modern-physics-1-relativity-and-cosmology	12.0	112
Battery State-of-Charge (SOC) Estimation	4.8	Intermediate level	Flexible schedule	How to implement state-of-charge (SOC) estimators for lithium-ion battery cells	How to implement state-of-charge (SOC) estimators for lithium-ion battery cells	The importance of a good SOC estimator, Introducing the linear Kalman filter as a state estimator, Coming to understand the linear Kalman filter, Cell SOC estimation using an extended Kalman filter, Cell SOC estimation using a sigma-point Kalman filter, Improving computational efficiency using the bar-delta method, Capstone project	Gregory Plett	University of Colorado Boulder, University of Colorado System	Physical Science and Engineering	https://www.coursera.org/learn/battery-state-of-charge	27.0	243
Foundations of Quantum Mechanics	4.4	Intermediate level	Flexible schedule	Understand the quantum mechanical meaning of wave-particle dualityCalculate probabilities and expectation values for physical observablesUse both Schrödinger and Heisenberg picture to solve for time evolution of quantum statesDescribe fermions and bosons using multiparticle basis functions.	Differential Equations, Quantum Measurement, Linear Algebra	Wave-particle Duality and Schrödinger Equation, One-dimensional Potential Problems, Operators and Measurements 1, Operators and Measurements 2, Time Evolution of Quantum States, Ensembles and Identical Particles	Wounjhang Park	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/foundations-quantum-mechanics	26.0	68
Systems Engineering	4.8	Beginner level	Flexible schedule	How system architectures are developed & describedHow to communicate the needs, requirements, & constraintsHow to optimize the design through trade studies, & how to know the system does what it’s supposed to in the end	Systems Architecture, Systems Engineering, Engineering Design	Systems Engineering	MathWorks Instructors	MathWorks	Physical Science and Engineering	https://www.coursera.org/learn/systems-engineering-mathworks	1.0	51
Climate Adaptation in Africa	4.8	Beginner level	Flexible schedule	Ways of building resilience to climate risks through adaptation by taking into account what is critically important for future development.New insights into climate adaptation in theory and in practice using cases from Africa and globally. 	climate change adaptation, agriculture and food security, water security, ecosystems and ecosystem services, resilient cities	Climate, Vulnerability and Development in Africa, Water Security, Agriculture and Food Security, Ecosystems and Ecosystem Services, Cities and the Urban Environment, Planning for Climate Change	Mark New	University of Cape Town	Physical Science and Engineering	https://www.coursera.org/learn/climate-adaptation	18.0	100
Modelling and measuring the Energy Transition	4.2	Beginner level	Flexible schedule	Deep dive on the energy modelling world to discover available open-source software for the analysis of the current and future Energy TransitionThe Industrial Ecology approach for assessing the Sustainability of the Energy Transition 	Energy Accounting, Energy planning, Energy modelling, Impact Assessment	Modelling Energy Transition, Measuring the impact of Energy Transition	Matteo Vincenzo Rocco, Emanuela Colombo	Politecnico di Milano	Physical Science and Engineering	https://www.coursera.org/learn/modelling-and-measuring-the-energy-transition	6.0	11
Object Tracking and Motion Detection with Computer Vision	4.9	Intermediate level	Flexible schedule	Use pre-trained deep neural networks like YOLO to perform object detectionUse optical flow to detect motion & moving objectsPerform multi-object tracking to count, track, & determine the direction of objects	Computer Vision, Object Detection, Motion Detection, Optical Flow, Tracking	Detecting Objects, Motion Detection, Detection and Tracking, Final Project	Isaac Bruss, Amanda  Wang, Matt Rich, Megan Thompson, Brandon Armstrong	MathWorks	Physical Science and Engineering	https://www.coursera.org/learn/object-tracking-and-motion-computer-vision	13.0	19
Sensor Manufacturing and Process Control	4.6	Intermediate level	Flexible schedule	   Understand how sensor manufacturers characterize and calibrate their sensors.  Tune a PID control loop and access the PID control function of the Cypress PSoC development kit for a motor control application     Understand manufacturing methods used to build electro-mechanical and micro-machined sensors.   	MEMS hardware, MEMS sensors, Process Control, PID control, Sensor manufacturing	Process Control, Sensor Characterization, Advanced Sensors, Sensor Manufacturing, Course Projects	James Zweighaft, Jay Mendelson	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/sensor-manufacturing-process-control	55.0	255
Primary and Secondary Batteries	4.9	Beginner level	Flexible schedule	 Participants will learn basic operating principles of battery design for maximizing energy and power density for automotive applications. 	battery management systems, battery charging, Electric Vehicles, battery types	Course Introduction, Module 1: Introduction to Battery Types, Module 2: Electrochemical Fundamental Principles, Module 3: Application and Market for Batteries	Arunachala Nadar Mada Kannan	Arizona State University	Physical Science and Engineering	https://www.coursera.org/learn/primary-and-secondary-batteries	7.0	16
Physics 101 - Forces and Kinematics 	4.6	Intermediate level	Flexible schedule	Learners will be prepared to critically evaluate real-world data and information regarding motion.Learners can apply mathematical laws to the motions of objects under a variety of physical circumstances.Learners will be prepared for more advanced courses in physics.	Mechanical Engineering, Problem Solving, Physics	"1D Kinematics, 2D Kinematics, ""Newtons Laws"", Forces and Kinematics EXAM"	Jason Hafner	Rice University	Physical Science and Engineering	https://www.coursera.org/learn/physics-101-forces-kinematics	29.0	130
Advanced Semiconductor Packaging	0.0	Beginner level	Flexible schedule	Introduction to Pathway for Assembly and Packaging technologies The evolution and impact of packaging on product performance and innovation. 	Future Package Technologies, Advanced Packaging Assembly Methods, Heterogeneous Integration, 2.5D and 3D Integration Methods	Welcome, Packaging Trends Part 1, Packaging Trends Part 2, Heterogeneous Integration Part 1, Heterogeneous Integration Part 2, Advanced Packaging End of Course Summary 	Terry Alford	Arizona State University	Physical Science and Engineering	https://www.coursera.org/learn/advanced-packaging	6.0	0
Climate Change Mitigation in Developing Countries	4.7	Intermediate level	Flexible schedule	Considering how one might lift societies out of poverty while also mitigating greenhouse gas emissions.Insights into the complexity of how countries from the South pursue development goals while addressing climate mitigation.	climate mitigation, facilitation process techniques, scenario building	Complexity of climate change mitigation, Mandating and co-production of knowledge, Mitigation action research and modelling, Minding the mitigation gap, Responding to mitigation challenges, Bridges to domestic and international policy	Harald Winkler 	University of Cape Town	Physical Science and Engineering	https://www.coursera.org/learn/climate-change-mitigation	17.0	535
Physics of Oscillators and Waves	0.0	Intermediate level	Flexible schedule	Learners will be prepared to evaluate real-world data regarding oscillators and wave motion.Learners can solve complicated mathematical problems related to oscillators and waves.Learners will be prepared for more advanced courses in physics.	Problem Solving, Wave Motion, Physics, Oscillations	Oscillators, Waves I, Waves II, Oscillators and Waves Exam	Jason Hafner	Rice University	Physical Science and Engineering	https://www.coursera.org/learn/oscillators-waves	19.0	0
